code,description,brochures,product_url
10-882-90-98,Spare blade for 10-882-19-07,90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/10-882-90-98/
10-882-92-98,Spacer for 10-882-19,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/10-882-92-98/
10-882-95-98,Tension sheet metal with drill holes,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/10-882-95-98/
11-002-14-07,"Scissors, according to Mayo, SuperCut, straight, serrated, total length 14 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/11-002-14-07/
11-002-17-07,"Scissors, according to Mayo, SuperCut, straight, serrated, total length 17 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/11-002-17-07/
11-100-11-07,"Operating scissors, blunt/blunt, straight, length 12 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-100-11-07/
11-100-13-07,"Operating scissors, blunt/blunt, straight, length 13 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-100-13-07/
11-100-14-07,"Operating scissors, blunt/blunt, straight, length 14.5 cm",General Surgery; Oral and maxillofacial surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-100-14-07/
11-100-16-07,"Operating scissors, blunt/blunt, straight, length 16.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-100-16-07/
11-100-18-07,"Operating scissors, blunt/blunt, straight, length 18.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-100-18-07/
11-100-20-07,"Operating scissors, blunt/blunt, straight, length 20.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-100-20-07/
11-102-11-07,"Operating scissors, pointed/blunt, straight, length 12 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-102-11-07/
11-102-13-07,"Operating scissors, pointed/blunt, straight, length 13 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-102-13-07/
11-102-14-07,"Operating scissors, pointed/blunt, straight, length 14.5 cm",General Surgery; Oral and maxillofacial surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-102-14-07/
11-102-16-07,"Operating scissors, pointed/blunt, straight, length 16.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-102-16-07/
11-102-18-07,"Operating scissors, pointed/blunt, straight, length 18.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-102-18-07/
11-102-20-07,"Operating scissors, pointed/blunt, straight, length 20.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-102-20-07/
11-102-90-98,Screw alone to 11-102-11,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/11-102-90-98/
11-104-11-07,"Operating scissors, pointed/pointed, straight, length 12 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-104-11-07/
11-104-13-07,"Operating scissors, pointed/pointed, straight, length 13 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-104-13-07/
11-104-14-07,"Operating scissors, pointed/pointed, straight, length 14.5 cm",General Surgery; Oral and maxillofacial surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-104-14-07/
11-104-16-07,"Operating scissors, pointed/pointed, straight, length 16.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-104-16-07/
11-105-11-07,"Operating scissors, blunt/blunt, curved, length 12 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-105-11-07/
11-105-13-07,"Operating scissors, blunt/blunt, curved, length 13 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-105-13-07/
11-105-14-07,"Operating scissors, blunt/blunt, curved, length 14.5 cm",General Surgery; Oral and maxillofacial surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-105-14-07/
11-105-16-07,"Operating scissors, blunt/blunt, curved, length 16.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-105-16-07/
11-105-18-07,"Operating scissors, blunt/blunt, curved, length 18.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-105-18-07/
11-105-20-07,"Operating scissors, blunt/blunt, curved, length 20.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-105-20-07/
11-107-11-07,"Operating scissors, pointed/blunt, curved, length 12 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-107-11-07/
11-107-13-07,"Operating scissors, pointed/blunt, curved, length 13 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-107-13-07/
11-107-14-07,"Operating scissors, pointed/blunt, curved, length 14.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/11-107-14-07/
11-107-16-07,"Operating scissors, pointed/blunt, curved, length 16.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/11-107-16-07/
11-107-18-07,"Operating scissors, pointed/blunt, curved, length 18.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-107-18-07/
11-107-20-07,"Operating scissors, pointed/blunt, curved, length 20.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-107-20-07/
11-109-11-07,"Operating scissors, pointed/pointed, curved, length 12 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-109-11-07/
11-109-13-07,"Operating scissors, pointed/pointed, curved, length 13 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-109-13-07/
11-109-14-07,"Operating scissors, pointed/pointed, curved, length 14.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/11-109-14-07/
11-109-16-07,"Operating scissors, pointed/pointed, curved, length 16.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-109-16-07/
11-110-01-07,"Scissors, fine, pointed/pointed, straight, length 11 cm",Plastic Surgery; General Surgery,https://www.klsmartin.com/shop/en/products/product/11-110-01-07/
11-110-02-07,"Scissors, fine, pointed/pointed, curved, length 11 cm",Plastic Surgery; General Surgery,https://www.klsmartin.com/shop/en/products/product/11-110-02-07/
11-110-03-07,"Operating Scissors, acc. to Knapp, blunt/blunt, straight, length 12 cm",Plastic Surgery; General Surgery,https://www.klsmartin.com/shop/en/products/product/11-110-03-07/
11-110-04-07,"Operating Scissors, acc. to Knapp, blunt/blunt, curved, length 12 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-110-04-07/
11-120-14-07,"Surgical scissors, blunt/blunt, straight, length 14.5 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/11-120-14-07/
11-122-14-07,"Surgical scissors, pointed/blunt, straight, length 14.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/11-122-14-07/
11-124-14-07,"Surgical scissors, pointed/sharp, straight, length 14.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/11-124-14-07/
11-125-14-07,"Surgical scissors, blunt/blunt, curved, length 14.5 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/11-125-14-07/
11-127-14-07,"Surgical scissors, pointed/blunt, curved, length 14.5 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/11-127-14-07/
11-129-14-07,"Surgical scissors, pointed/pointed, curved, length 14.5 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/11-129-14-07/
11-136-14-07,"Incision Scissors, straight, length 14.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-136-14-07/
11-140-14-07,"Scissors, acc. to Deaver, pointed/blunt, straight, length 14.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-140-14-07/
11-141-14-07,"Scissors, acc. to Deaver, pointed/blunt, curved, length 14.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/11-141-14-07/
11-170-14-07,"Scissors, acc. to Mayo, straight, length 14.5 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-170-14-07/
11-170-17-07,"Scissors, acc. to Mayo, straight, length 17 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-170-17-07/
11-170-23-07,"Scissors, acc. to Mayo, straight, length 23.5 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-170-23-07/
11-171-14-07,"Scissors, acc. to Mayo, curved, length 14.5 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-171-14-07/
11-171-17-07,"Scissors, acc. to Mayo, curved, length 17 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-171-17-07/
11-171-23-07,"Scissors, acc. to Mayo, curved, length 23.5 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-171-23-07/
11-174-22-07,"Dissecting scissors, standard, acc. to Mayo-Harrington, blunt/blunt, straight, length 23 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/11-174-22-07/
11-175-22-07,"Dissecting scissors, standard, acc. to Mayo-Harrington, blunt/blunt, curved, length 23 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/11-175-22-07/
11-175-30-07,"Dissecting scissors, standard, acc. to Mayo-Harrington, blunt/blunt, curved, length 28 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/11-175-30-07/
11-180-15-07,"Scissors, acc. to Mayo-Stille, straight, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 90-422-02-06 SonicWeld Rx® | Surgical Techniques and Product Range (https://www.klsmartin.com/mediathek/90-422-02-06_SonicWeld_Rx_Surgical_techniques_and_product_range.pdf); 90-411-02-09 SonicWeld Rx® Dental | Dental Applications (https://www.klsmartin.com/mediathek/90-411-02-09_SonicWeld_Rx_Dental_Dental_Applications.pdf),https://www.klsmartin.com/shop/en/products/product/11-180-15-07/
11-180-17-07,"Scissors, acc. to Mayo-Stille, straight, length 17 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-180-17-07/
11-181-15-07,"Scissors, acc. to Mayo-Stille, curved, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-181-15-07/
11-181-17-07,"Scissors, acc. to Mayo-Stille, curved, length 17 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-181-17-07/
11-184-16-07,"Dissecting scissors, standard, acc. to Mayo-Stille, blunt/blunt, straight, length 16 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/11-184-16-07/
11-184-19-07,"Scissors, acc. to Mayo-Stille, straight, length 19.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/11-184-19-07/
11-184-21-07,"Dissecting scissors, standard, acc. to Mayo-Stille, blunt/blunt, straight, length 21.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/11-184-21-07/
11-185-16-07,"Dissecting scissors, standard, acc. to Mayo-Stille, blunt/blunt, curved, length 16 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/11-185-16-07/
11-185-19-07,"Scissors, acc. to Mayo-Stille, curved, length 19.5 cm",General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/11-185-19-07/
